;;;;;;;;;;;;;;;;;;;;;Izkaz poslovnega izida;;;Izkaz poslovnega izida;;;;Bilanca stanja;;Erar;;;;izkaz poslovnega izida;;;;izkaz poslovnega izida;;;;bilanca stanja;
55517030;3659097;46246058;STUDIO PAN, Saša Ribi? Guglielmino s.p.;Ulica II. prekomorske brigade 34 A;Koper - Capodistria;6000;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59589825;1867601;45053358;TONICA V.FT. ANTONIJA ZUPAN?I? S.P.;Rudnik III 10;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
57307792;3506835;45146427;MARKO BELINGAR S.P.;Tomin?eva ulica 7;Solkan;5250;5;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58262547;6040276;45211161;PSIHOVITAL, Maja Kus Ambrož, s.p.;Veluš?kova ulica 1 C;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58269711;3547795;45881581;MAJA NAVODNIK PRELOŽNIK S.P.;Cesta X 5;Velenje;3320;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
57355657;7129602;46434203;Stezica do zdravja, Lidija Boži? s.p.;Dalmatinova ulica 8;Krško;8270;8;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58270167;3789675;68221285;TAMARA LEVI?NIK S.P.;Regin?eva ulica 6;Kranj;4000;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59676400;6053211;45954256;Fizioterapija Peterlin, Barbara Peterlin s.p.;Kamniška cesta 41;Radomlje;1235;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
57420211;3440435;45587874;Peter Popovi? s.p.;Mesarska cesta 28;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58378227;1865650;45177077;DRAGICA ŠILAK S.P.;Osojnikova cesta 9;Ptuj;2250;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59823925;1476688;45264026;JOŽICA BARBORI? S.P.;Stanetova ulica 4;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
57548170;3256715;46139303;PETRIC VLASTA DR.MED.SPEC.INTERNIST S.P.;Lendavska ulica 19 A;Murska Sobota;9000;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55838324;7246129;68771859;FIZIO TRI, Karmen Grojzdek s.p.;Podgorica 121;Ljubljana - ?rnu?e;1231;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55853528;8259968;45611766;Sabina Repnik s.p.;Ljubljanska ulica 138;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58458140;3964299;45067959;Marko Bombek s.p.;Turnerjeva ulica 18;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58488162;6495982;45612387;SBK-OK, SAŠKA BIZIMOSKA KODERMAC S.P.;Drenikova ulica 39;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58507175;3393895;46245094;STUDIO A&A, ANDREJA NATLA?EN, s.p.;Hrastovec 18;Trzin;1236;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55926193;3924289;45993750;MATEVŽ GORENŠEK S.P.;Mesarska cesta 12;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55971407;7150083;68872585;Dr. Evgen Benedik, s.p.;Sokolska ulica 32;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
58537406;3618382;69141307;ULA UDOVI? s.p.;Partizanska cesta 55;Rakek;1381;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
56096291;3935329;46243756;MATJAŽ KLEMENC S.P.;Ulica Klementa Juga 16;Solkan;5250;5;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54836867;8044015;45059392;POLONCA ŠTULE S.P.;Strunjan 29;Portorož - Portorose;6320;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54863317;3170047;46264531;BORISLAV VRBANEC S.P.;Kranj?eva ulica 4;Moravske Toplice;9226;9;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
56573375;7101040;68969737;Sara Polan?ec s.p.;Polhov Gradec 30;Polhov Gradec;1355;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
54912466;3614328;46226654;Božena Gašparin s.p.;Ižanska cesta 77 D;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55027768;3639606;45800020;Samo Pastirk s.p;Cesta XIV. divizije 95 A;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
59040734;3915441;45537000;ZDRAV PRE/GIB, Zvezdana Mauri? Vraži? s.p.;Cankarjeva ulica 16;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
56773153;7235046;45769793;Center Velosimed, Mojca Studen s.p.;Hrib 21;Preddvor;4205;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
55104983;3501094;45068616;Vesna Jan?ar s.p.;Beblova ulica 9;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64663841;6086713;45211398;Tanja Tomaževi?, dr.dent.med., s.p.;Frankopanska ulica 8;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62610805;7273142;68876502;TANITA BRE?KO s.p.;Košnica pri Celju 61;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
60824174;3921026;45992857;BOŠTJAN KOCJAN?I? S.P.;Rožna dolina, cesta VIII 13 C;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63506912;3673693;68715759;PSIHOLAB, Tina Jeromen s.p.;Kamniška ulica 48;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62756095;3115968;45798056;STUDIO DOTIK, NATAŠA GODEC S.P.;Topniška ulica 45;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62812416;6530419;45744948;3.ZOB, Miha Simon?i? s.p.;Litijska cesta 45;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63605279;3717585;45590769;MEDIMO, IGOR MOVRIN S.P.;Koroška cesta 113;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61040584;3311104;46301137;PRIMOŽ JOVAN S.P.;Glavna cesta 26;Naklo;4202;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61092304;3040500;45716536;TOMAŽ SILVESTER, S.P.;Rožna dolina 21;Lesce;4248;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63743043;6970117;46361564;Ksenija Geršak, s.p.;Pugljeva ulica 2;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63794381;3836177;45966486;Jolanda Kocbek s.p.;Cesta k Dravi 6 C;Spodnji Duplek;2241;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63021200;6628052;68146774;ŠPELA ŽABAR S.P.;Lozice 34 E;Podnanos;5272;5;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61196398;3521273;46363338;PROMOFARMACIJA, NATALIJA LAZI? s.p.;Trnoveljska cesta 16;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63867885;6592988;45610117;VESNA TAJNŠEK s.p.;Celjska cesta 24 B;Vojnik;3212;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63913038;8098859;45360124;DiaLog, Nataša Grbac s.p.;Ulica bratov Martinec 24;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
65218604;3383679;46059821;Tatjana Motaln s.p.;Pohorska cesta 12;Vuzenica;2367;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63084317;3328228;45768210;ZAUPAM.SI MELITA PRETNAR SILVESTER S.P.;Vrbnje 43;Radovljica;4240;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63953153;8075743;68697183;Tomaž Urši? s.p.;Mestni trg 28;Škofja Loka;4220;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63193736;3246949;46191540;KARDIOLOGIJA, IZTOK GRADECKI, S.P.;Gotna vas 19;Novo mesto;8000;8;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63228483;6310290;45437742;Zdravstvene storitve Matija Kozak s.p.;Koren?anova ulica 41;Ljubljana;1000;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63278189;8261296;68832463;Aida Al Shammary s.p.;Vrazova ulica 52;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;/;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
65280458;3857689;46129689;IRENA Quan Yin 999, Irena Odar Tomaževi? s.p.;Stara Fužina 95;Bohinjsko jezero;4265;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
63304325;7199139;46079858;MATEJ ?EBOKELJ s.p.;Opekarniška cesta 15 A;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64231844;8153086;46022251;UP Natalija Vukan s.p.;Cvetkova ulica 2 F;Murska Sobota;9000;9;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61650986;3245489;46366177;USTNI HIGIENIK MARIJA KALIŠNIK S.P.;Zduša 17;Kamnik;1241;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61662089;3777979;45086338;IRENA ROMIH S.P.;Podljubelj 89;Trži?;4290;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64440346;6526713;68003647;Klementina Razinger s.p.;Ažbetova ulica 2;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62263854;3964990;45181458;Simona Knific Vesel s.p.;Gestrinova ulica 2;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64483975;6915230;46364036;Marjana Velikanje, s.p., REKA ŽIVLJENJA;Jenkova ulica 36;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
62378155;5017411;46021914;MATJAŽ LESJAK S.P.;Ulica Savinjske ?ete 3;Žalec;3310;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
60538848;1904086;46126204;PANAKEIA, BOJAN VEINGERL, KIRURG, S.P.;Spodnja Polskava 73;Pragersko;2331;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61902195;7127324;45465446;Matija Jan?ar s.p.;Aljaževa ulica 18;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
61988944;3235602;45205067;DR. IGOR BUT S.P.;Gosposvetska cesta 41 A;Maribor;2000;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64528944;3218007;46158935;HOLIS NATALIJA MREVLJE s.p.;Ljubljanska cesta 50 A;Celje;3000;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
64599108;6549284;45531894;Mateja Krivograd Verhnjak s.p.;Parmova ulica 53;Ljubljana;1000;1;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
60641916;3359476;45911659;KATARINA ŠMUC BERGER S.P.;Južna cesta 93;Izola - Isola;6310;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67550398;6277624;45300341;DAMJANA SLUGA s.p.;Lokovina 12 C;Dobrna;3204;3;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67560555;3308642;45351232;Marjeta Knez, s.p.;Ulica skladateljev Ipavcev 1;Šentjur;3230;3;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67563678;8116792;69112695;PETER KOPA? S.P.;Sv. Duh 208 A;Škofja Loka;4220;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Ni podatka o velikosti;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68105720;6100082;45347317;Stevan ?or?evi? s.p.;Cesta v Tomaž 8 A;Vojnik;3212;3;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68185294;7029357;46388594;Dentalna estetika, Sara Roli? s.p.;Spodnje Škofije 172;Škofije;6281;6;Q86.230;Zobozdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66237955;6462553;45348630;ALEŠ BALER S.P.;Cesta dveh cesarjev 198;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66255384;3642313;68659367;Darko Siuka s.p.;Dunajska cesta 438;Ljubljana - ?rnu?e;1231;1;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
70526834;3197808;46334531;BOJAN VUJKOVAC,S.P.;Celjska cesta 3;Slovenj Gradec;2380;2;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68320027;6297668;68103413;TRISKELION ANA PETROVI? S.P.;Kvedrova cesta 18;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68339267;3089193;46332584;ALENKA VRABI? S.P.;Kidri?eva cesta 66 A;Škofja Loka;4220;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66464781;3670970;45837294;Jernej Vidmar s.p.;Sadjarska ulica 11 B;Maribor;2000;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69199116;3138321;46116105;VLADIMIRA VAL S.P.;Celovška cesta 103;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68392451;3833704;45105128;PRVI DOTIK, MARJETA ŽLEBNIK S.P.;Sajov?evo naselje 1;Šen?ur;4208;4;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66789052;6280978;46305680;ZOBNA HIŠKA Andrej Ambrož s.p.;Ob studencu 9;Ljubljana - Polje;1260;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66792053;7296843;46380817;Liza Prajnc s.p.;Trpinova ulica 16 A;Ruše;2342;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69408530;3140725;45828996;MOJCA REMEC ROJEC S.P.;Bizjanova ulica 23;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68699905;3329933;68230338;GAMA Gazi Maksuti s.p.;Vojkova ulica 5;Postojna;6230;6;Q86.210;Splošna zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66880327;8090408;45644978;Tomaž Jakomin s.p.;Cesta na Rižano 8;Pobegi;6276;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2017;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69542201;3657604;46059872;Nova NEGA, Simona Krebs s.p.;Spodnja Polskava 96;Pragersko;2331;2;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
71099549;6019757;45103713;Psihoterapija, Uroš Metljak, s.p.;Kamnik pod Krimom 75 P;Preserje;1352;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
66920680;7146809;46354408;DENTIS STUDIO, Helena Cepak s.p.;Ilirija 14;Pobegi;6276;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69608199;1783521;45582459;POT DO ZDRAVJA TANJA JURŠA S.P.;Zagrebška ulica 26;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
68818785;3118258;45255635;VLADIMIR STANKOVI? S.P.;Pahorjeva ulica 30;Koper - Capodistria;6000;6;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2014;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67048889;3947696;46194072;Mojca Grošelj Grenc s.p.;Pugljeva ulica 34;Ljubljana;1000;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69694273;6726933;46184977;MARIUSZ KOSI, S.P.;Lipje 9 D;Velenje;3320;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2015;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69702721;6190928;46410684;LAGANAS, Milenka Poljanec Bohnec s.p.;Spodnja Senica 22 C;Medvode;1215;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Velikost RS se ne izra?unava;0;;;;;2016;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69734291;8042608;69138199;PETRA KOZELJ S.P.;Bavdkova ulica 39;Kranj;4000;4;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69793158;6145060;45573056;NATAŠA VUGA S.P.;Pajerjeva ulica 11;Šen?ur;4208;4;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Velikost RS se ne izra?unava;0;;;;;2013;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
71140867;3041948;46260788;VIKTOR ŠVIGELJ dr. med. s.p.;Kamnik pod Krimom 86 E;Preserje;1352;1;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
69898987;6948111;69156679;Matej Guštin s.p.;Bidov?eva ulica 9;Koper - Capodistria;6000;6;Q86.230;Zobozdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67723829;6938159;45273530;Loredana Erzeti? s.p.;Turki 21;Pobegi;6276;6;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67729088;7137087;69047562;Alja Turnšek s.p.;Štefanova ulica 13;Ljubljana;1000;1;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
65730089;3496694;45416523;Mateja ?eh, s.p.;Ložarjeva ulica 15;Ljubljana - ?rnu?e;1231;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67300693;3816044;69199234;LIRI, Lidija RIGLER, s.p.;Prušnikova ulica 48;Maribor;2000;2;Q86.901;Alternativne oblike zdravljenja;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
70013357;6986315;45085299;GETSEMANI, Ana Kocjan?i? s.p.;Kriška vas 53 C;Višnja Gora;1294;1;Q86.909;Druge zdravstvene dejavnosti;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
67830021;3485501;46250350;Rok Pavli?, s.p.;Grobelno - del 19;Grobelno;3231;3;Q86.220;Specialisti?na zunajbolnišni?na zdravstvena dejavnost;;S.14100;Mikro enote;0;;;;;2018;5;30.05.2019;;;;;;;;;;;;;;;;;;;;;;;
